timestamp,speed
datetime,float
T,
2019-04-09 17:19:26:421,0.33104467
2019-04-09 17:19:26:539,0.33104467
2019-04-09 17:19:26:775,0.33104467
2019-04-09 17:19:26:890,0.33104467
2019-04-09 17:19:27:008,0.33104467
2019-04-09 17:19:27:223,0.33104467
2019-04-09 17:19:27:340,0.33104467
2019-04-09 17:19:27:489,0.33104467
2019-04-09 17:19:27:713,0.33104467
2019-04-09 17:19:27:829,0.33104467
2019-04-09 17:19:27:930,0.33104467
2019-04-09 17:19:28:165,0.33104467
2019-04-09 17:19:28:281,0.33104467
2019-04-09 17:19:28:398,0.33104467
2019-04-09 17:19:28:633,0.33104467
2019-04-09 17:19:28:750,0.33104467
2019-04-09 17:19:28:968,0.33104467
2019-04-09 17:19:29:073,0.33104467
2019-04-09 17:19:29:185,0.33104467
2019-04-09 17:19:29:421,0.33104467
2019-04-09 17:19:29:540,0.33104467
2019-04-09 17:19:29:644,0.33104467
2019-04-09 17:19:29:873,0.33104467
2019-04-09 17:19:29:989,0.33104467
2019-04-09 17:19:30:112,0.33104467
2019-04-09 17:19:30:341,0.33104467
2019-04-09 17:19:30:460,0.33104467
2019-04-09 17:19:30:579,0.33104467
2019-04-09 17:19:30:822,0.33104467
2019-04-09 17:19:30:938,0.33104467
2019-04-09 17:19:31:056,0.33104467
2019-04-09 17:19:31:290,0.33104467
2019-04-09 17:19:31:411,0.33104467
2019-04-09 17:19:31:526,0.33104467
2019-04-09 17:19:31:759,0.33104467
2019-04-09 17:19:31:876,0.33104467
2019-04-09 17:19:31:979,0.33104467
2019-04-09 17:19:32:212,0.33104467
2019-04-09 17:19:32:329,0.33104467
2019-04-09 17:19:32:447,0.33104467
2019-04-09 17:19:32:703,0.33104467
2019-04-09 17:19:32:809,0.33104467
2019-04-09 17:19:32:918,0.33104467
2019-04-09 17:19:33:153,0.33104467
2019-04-09 17:19:33:270,0.33104467
2019-04-09 17:19:33:387,0.33104467
2019-04-09 17:19:33:623,0.33104467
2019-04-09 17:19:33:739,0.33104467
2019-04-09 17:19:33:954,0.33104467
2019-04-09 17:19:34:072,0.33104467
2019-04-09 17:19:34:189,0.33104467
2019-04-09 17:19:34:432,0.33104467
2019-04-09 17:19:34:540,0.33104467
2019-04-09 17:19:34:658,0.33104467
2019-04-09 17:19:34:873,0.33104467
2019-04-09 17:19:34:991,0.33104467
2019-04-09 17:19:35:151,0.33104467
2019-04-09 17:19:35:264,0.33104467
2019-04-09 17:19:35:518,0.33104467
2019-04-09 17:19:35:642,0.33104467
2019-04-09 17:19:35:753,0.33104467
2019-04-09 17:19:35:988,0.33104467
2019-04-09 17:19:36:110,0.33104467
2019-04-09 17:19:36:227,0.33104467
2019-04-09 17:19:36:463,0.33104467
2019-04-09 17:19:36:576,0.33104467
2019-04-09 17:19:36:679,0.33104467
2019-04-09 17:19:36:904,0.33104467
2019-04-09 17:19:37:012,0.33104467
2019-04-09 17:19:37:247,0.33104467
2019-04-09 17:19:37:364,0.33104467
2019-04-09 17:19:37:482,0.33104467
2019-04-09 17:19:37:598,0.33104467
2019-04-09 17:19:37:837,0.33104467
2019-04-09 17:19:37:950,0.33104467
2019-04-09 17:19:38:185,0.33104467
2019-04-09 17:19:38:303,0.33104467
2019-04-09 17:19:38:407,0.33104467
2019-04-09 17:19:38:642,0.33104467
2019-04-09 17:19:38:752,0.33104467
2019-04-09 17:19:38:874,0.33104467
2019-04-09 17:19:39:027,0.33104467
2019-04-09 17:19:39:263,0.33104467
2019-04-09 17:19:39:381,0.33104467
2019-04-09 17:19:39:500,0.33104467
2019-04-09 17:19:39:735,0.33104467
2019-04-09 17:19:39:854,0.33104467
2019-04-09 17:19:39:972,0.33104467
2019-04-09 17:19:40:191,0.33104467
2019-04-09 17:19:40:309,0.33104467
2019-04-09 17:19:40:427,0.33104467
2019-04-09 17:19:40:661,0.33104467
2019-04-09 17:19:40:769,0.33104467
2019-04-09 17:19:40:994,0.33104467
2019-04-09 17:19:41:137,0.33104467
2019-04-09 17:19:41:247,0.33104467
2019-04-09 17:19:41:354,0.33104467
2019-04-09 17:19:41:603,0.33104467
2019-04-09 17:19:41:719,0.33104467
2019-04-09 17:19:41:937,0.33104467
2019-04-09 17:19:42:063,0.33104467
2019-04-09 17:19:42:174,0.33104467
2019-04-09 17:19:42:291,0.33104467
2019-04-09 17:19:42:551,0.33104467
2019-04-09 17:19:42:668,0.33104467
2019-04-09 17:19:42:787,0.33104467
2019-04-09 17:19:43:020,0.33104467
2019-04-09 17:19:43:138,0.33104467
2019-04-09 17:19:43:255,0.33104467
2019-04-09 17:19:43:491,0.33104467
2019-04-09 17:19:43:606,0.33104467
2019-04-09 17:19:43:727,0.33104467
2019-04-09 17:19:43:964,0.33104467
2019-04-09 17:19:44:083,0.33104467
2019-04-09 17:19:44:200,0.33104467
2019-04-09 17:19:44:435,0.33104467
2019-04-09 17:19:44:544,0.33104467
2019-04-09 17:19:44:653,0.33104467
2019-04-09 17:19:44:798,0.33104467
2019-04-09 17:19:45:026,0.33104467
2019-04-09 17:19:45:143,0.33104467
2019-04-09 17:19:45:261,0.33104467
2019-04-09 17:19:45:485,0.33104467
2019-04-09 17:19:45:601,0.33104467
2019-04-09 17:19:45:710,0.33104467
2019-04-09 17:19:45:955,0.33104467
2019-04-09 17:19:46:073,0.33104467
2019-04-09 17:19:46:287,0.33104467
2019-04-09 17:19:46:412,0.33104467
2019-04-09 17:19:46:522,0.33104467
2019-04-09 17:19:46:741,0.33104467
2019-04-09 17:19:46:857,0.33104467
2019-04-09 17:19:47:003,0.33104467
2019-04-09 17:19:47:149,0.33104467
2019-04-09 17:19:47:385,0.33104467
2019-04-09 17:19:47:503,0.33104467
2019-04-09 17:19:47:620,0.33104467
2019-04-09 17:19:47:855,0.33104467
2019-04-09 17:19:47:956,0.33104467
2019-04-09 17:19:48:075,0.33104467
2019-04-09 17:19:48:292,0.33104467
2019-04-09 17:19:48:435,0.33104467
2019-04-09 17:19:48:550,0.33104467
2019-04-09 17:19:48:781,0.33104467
2019-04-09 17:19:48:883,0.33104467
2019-04-09 17:19:49:116,0.33104467
2019-04-09 17:19:49:232,0.33104467
2019-04-09 17:19:49:351,0.33104467
2019-04-09 17:19:49:469,0.33104467
2019-04-09 17:19:49:705,0.33104467
2019-04-09 17:19:49:833,0.33104467
2019-04-09 17:19:49:942,0.33104467
2019-04-09 17:19:50:177,0.33104467
2019-04-09 17:19:50:294,0.33104467
2019-04-09 17:19:50:529,0.33104467
2019-04-09 17:19:50:635,0.33104467
2019-04-09 17:19:50:746,0.33104467
2019-04-09 17:19:50:986,0.33104467
2019-04-09 17:19:51:104,0.33104467
2019-04-09 17:19:51:218,0.33104467
2019-04-09 17:19:51:454,0.33104467
2019-04-09 17:19:51:570,0.33104467
2019-04-09 17:19:51:687,0.33104467
2019-04-09 17:19:51:922,0.33104467
2019-04-09 17:19:52:040,0.33104467
2019-04-09 17:19:52:157,0.33104467
2019-04-09 17:19:52:393,0.33104467
2019-04-09 17:19:52:508,0.33104467
2019-04-09 17:19:52:626,0.33104467
2019-04-09 17:19:52:841,0.33104467
2019-04-09 17:19:52:942,0.33104467
2019-04-09 17:19:53:173,0.33104467
2019-04-09 17:19:53:291,0.33104467
2019-04-09 17:19:53:408,0.33104467
2019-04-09 17:19:53:645,0.33104467
2019-04-09 17:19:53:747,0.33104467
2019-04-09 17:19:53:862,0.33104467
2019-04-09 17:19:54:100,0.33104467
2019-04-09 17:19:54:217,0.33104467
2019-04-09 17:19:54:335,0.33104467
2019-04-09 17:19:54:557,0.33104467
2019-04-09 17:19:54:669,0.33104467
2019-04-09 17:19:54:904,0.33104467
2019-04-09 17:19:55:016,0.33104467
2019-04-09 17:19:55:121,0.33104467
2019-04-09 17:19:55:356,0.33104467
2019-04-09 17:19:55:473,0.33104467
2019-04-09 17:19:55:590,0.33104467
2019-04-09 17:19:55:802,0.33104467
2019-04-09 17:19:55:908,0.33104467
2019-04-09 17:19:56:138,0.33104467
2019-04-09 17:19:56:255,0.33104467
2019-04-09 17:19:56:373,0.33104467
2019-04-09 17:19:56:613,0.33104467
2019-04-09 17:19:56:731,0.33104467
2019-04-09 17:19:56:842,0.33104467
2019-04-09 17:19:57:079,0.33104467
2019-04-09 17:19:57:197,0.33104467
2019-04-09 17:19:57:314,0.36037063833928573
2019-04-09 17:19:57:557,0.3912400786964286
2019-04-09 17:19:57:666,0.42210951905357147
2019-04-09 17:19:57:782,0.4529789594107143
2019-04-09 17:19:58:020,0.48384839976785715
2019-04-09 17:19:58:135,0.514717840125
2019-04-09 17:19:58:253,0.5485300967321429
2019-04-09 17:19:58:387,0.5847501120892857
2019-04-09 17:19:58:626,0.6209701274464285
2019-04-09 17:19:58:741,0.6571901428035715
2019-04-09 17:19:58:963,0.6934101581607144
2019-04-09 17:19:59:078,0.7296301735178572
2019-04-09 17:19:59:202,0.769297912625
2019-04-09 17:19:59:431,0.8153685672678572
2019-04-09 17:19:59:549,0.8614392219107143
2019-04-09 17:19:59:670,0.9075098765535715
2019-04-09 17:19:59:905,0.9535805311964286
2019-04-09 17:20:00:005,0.9996511858392858
2019-04-09 17:20:00:122,1.0457218404821431
2019-04-09 17:20:00:357,1.1001959531607144
2019-04-09 17:20:00:475,1.157471218517857
2019-04-09 17:20:00:598,1.2147464838750004
2019-04-09 17:20:00:826,1.272021749232143
2019-04-09 17:20:00:944,1.3292970145892857
2019-04-09 17:20:01:062,1.386572279946429
2019-04-09 17:20:01:295,1.4476748190535715
2019-04-09 17:20:01:413,1.5158851522678571
2019-04-09 17:20:01:543,1.584095485482143
2019-04-09 17:20:01:759,1.622979850357143
2019-04-09 17:20:01:863,1.6603207432142857
2019-04-09 17:20:01:981,1.6976616360714287
2019-04-09 17:20:02:215,1.7350025289285715
2019-04-09 17:20:02:332,1.7843259414285717
2019-04-09 17:20:02:449,1.8342800128571428
2019-04-09 17:20:02:685,1.8812912680357141
2019-04-09 17:20:02:801,1.9258947644642859
2019-04-09 17:20:03:018,1.9704982608928572
2019-04-09 17:20:03:134,2.015101757321429
2019-04-09 17:20:03:268,2.0657628435714286
2019-04-09 17:20:03:490,2.123827650714286
2019-04-09 17:20:03:603,2.178444734107143
2019-04-09 17:20:03:707,2.226658901964286
2019-04-09 17:20:03:938,2.2748730698214286
2019-04-09 17:20:04:055,2.323087237678571
2019-04-09 17:20:04:173,2.3719437007142856
2019-04-09 17:20:04:409,2.433003772142857
2019-04-09 17:20:04:525,2.494063843571429
2019-04-09 17:20:04:742,2.5467204569642856
2019-04-09 17:20:04:845,2.596575917678571
2019-04-09 17:20:05:059,2.6464313783928577
2019-04-09 17:20:05:175,2.696286839107143
2019-04-09 17:20:05:292,2.753255969464286
2019-04-09 17:20:05:527,2.8125963230357143
2019-04-09 17:20:05:668,2.8681094028571428
2019-04-09 17:20:05:781,2.916514688571428
2019-04-09 17:20:05:907,2.9649199742857144
2019-04-09 17:20:06:136,3.01332526
2019-04-09 17:20:06:253,3.0631499876785715
2019-04-09 17:20:06:370,3.1172330412500004
2019-04-09 17:20:06:535,3.1713160948214285
2019-04-09 17:20:06:761,3.21341662875
2019-04-09 17:20:06:879,3.25488650375
2019-04-09 17:20:06:995,3.29635637875
2019-04-09 17:20:07:231,3.3378262537500003
2019-04-09 17:20:07:347,3.382516463035715
2019-04-09 17:20:07:465,3.4280117558928573
2019-04-09 17:20:07:699,3.467449458928572
2019-04-09 17:20:07:818,3.499483441071429
2019-04-09 17:20:07:934,3.531517423214286
2019-04-09 17:20:08:149,3.5635514053571433
2019-04-09 17:20:08:267,3.5957106832142856
2019-04-09 17:20:08:384,3.6302505796428575
2019-04-09 17:20:08:619,3.6641481808928575
2019-04-09 17:20:08:722,3.6858421737500002
2019-04-09 17:20:08:836,3.707536166607143
2019-04-09 17:20:09:093,3.7292301594642856
2019-04-09 17:20:09:211,3.751327075892857
2019-04-09 17:20:09:328,3.774364147321429
2019-04-09 17:20:09:586,3.7974012187500006
2019-04-09 17:20:09:697,3.813324620535715
2019-04-09 17:20:09:806,3.826876799107143
2019-04-09 17:20:10:041,3.8404289776785716
2019-04-09 17:20:10:160,3.8539811562500006
2019-04-09 17:20:10:264,3.8681479723214287
2019-04-09 17:20:10:376,3.882578204464286
2019-04-09 17:20:10:649,3.895588994642857
2019-04-09 17:20:10:750,3.904341458928572
2019-04-09 17:20:10:986,3.9130939232142867
2019-04-09 17:20:11:101,3.9218463875000005
2019-04-09 17:20:11:219,3.9305849353571434
2019-04-09 17:20:11:456,3.9392678174999998
2019-04-09 17:20:11:573,3.9479506996428575
2019-04-09 17:20:11:691,3.9534132475000003
2019-04-09 17:20:11:926,3.958070711785715
2019-04-09 17:20:12:045,3.962728176071429
2019-04-09 17:20:12:150,3.9673856403571435
2019-04-09 17:20:12:375,3.9718955207142863
2019-04-09 17:20:12:493,3.976389002857143
2019-04-09 17:20:12:711,3.9807571892857148
2019-04-09 17:20:12:829,3.9827447571428576
2019-04-09 17:20:12:949,3.9847323250000004
2019-04-09 17:20:13:166,3.9867198928571432
2019-04-09 17:20:13:284,3.9882516285714287
2019-04-09 17:20:13:402,3.9894104107142865
2019-04-09 17:20:13:655,3.9901662692857145
2019-04-09 17:20:13:769,3.9899819728571435
2019-04-09 17:20:13:873,3.9897976764285716
2019-04-09 17:20:14:108,3.9896133800000007
2019-04-09 17:20:14:225,3.989303392678572
2019-04-09 17:20:14:344,3.988281156964286
2019-04-09 17:20:14:581,3.987258921250001
2019-04-09 17:20:14:701,3.9856220480357147
2019-04-09 17:20:14:817,3.9837217587500002
2019-04-09 17:20:15:052,3.981821469464286
2019-04-09 17:20:15:168,3.979921180178571
2019-04-09 17:20:15:285,3.9799849587500002
2019-04-09 17:20:15:528,3.9811063123214288
2019-04-09 17:20:15:637,3.9822415823214294
2019-04-09 17:20:15:742,3.983432518035714
2019-04-09 17:20:15:979,3.98462345375
2019-04-09 17:20:16:117,3.9858143894642857
2019-04-09 17:20:16:229,3.9884315530357144
2019-04-09 17:20:16:464,3.9943765816071424
2019-04-09 17:20:16:581,4.000321610178571
2019-04-09 17:20:16:683,4.006414222678572
2019-04-09 17:20:16:919,4.012523233392858
2019-04-09 17:20:17:035,4.018632244107143
2019-04-09 17:20:17:158,4.024741254821429
2019-04-09 17:20:17:387,4.037485303035714
2019-04-09 17:20:17:505,4.05057856375
2019-04-09 17:20:17:624,4.064127656607143
2019-04-09 17:20:17:842,4.078049703035715
2019-04-09 17:20:17:959,4.091971749464285
2019-04-09 17:20:18:082,4.105893795892857
2019-04-09 17:20:18:314,4.123843885178571
2019-04-09 17:20:18:432,4.145089645892857
2019-04-09 17:20:18:549,4.166461097499999
2019-04-09 17:20:18:783,4.1885447975000005
2019-04-09 17:20:18:950,4.210628497499999
2019-04-09 17:20:19:058,4.232712197500001
2019-04-09 17:20:19:177,4.254795897499999
2019-04-09 17:20:19:412,4.2845390510714285
2019-04-09 17:20:19:567,4.314282204642857
2019-04-09 17:20:19:673,4.342061290357143
2019-04-09 17:20:19:888,4.368782801071428
2019-04-09 17:20:20:006,4.395504311785714
2019-04-09 17:20:20:123,4.422225822500001
2019-04-09 17:20:20:357,4.452927963392857
2019-04-09 17:20:20:474,4.485773520535714
2019-04-09 17:20:20:592,4.517192849821428
2019-04-09 17:20:20:814,4.545284314107143
2019-04-09 17:20:20:927,4.573375778392856
2019-04-09 17:20:21:046,4.601467242678572
2019-04-09 17:20:21:279,4.629972261607143
2019-04-09 17:20:21:396,4.662199272321428
2019-04-09 17:20:21:516,4.694426283035715
2019-04-09 17:20:21:733,4.72001825625
2019-04-09 17:20:21:848,4.745261016964285
2019-04-09 17:20:21:966,4.770503777678571
2019-04-09 17:20:22:205,4.795746538392858
2019-04-09 17:20:22:325,4.823486435892858
2019-04-09 17:20:22:560,4.8515037930357146
2019-04-09 17:20:22:677,4.875493107321429
2019-04-09 17:20:22:795,4.896186750178572
2019-04-09 17:20:23:019,4.916880393035714
2019-04-09 17:20:23:131,4.937574035892857
2019-04-09 17:20:23:250,4.957906838214287
2019-04-09 17:20:23:491,4.9777986132142855
2019-04-09 17:20:23:600,4.997690388214286
2019-04-09 17:20:23:702,5.009922709642858
2019-04-09 17:20:23:933,5.02215503107143
2019-04-09 17:20:24:052,5.0343873525000005
2019-04-09 17:20:24:168,5.045793633214285
2019-04-09 17:20:24:405,5.053895751071429
2019-04-09 17:20:24:522,5.061997868928572
2019-04-09 17:20:24:643,5.0661193566071425
2019-04-09 17:20:24:895,5.068097428035715
2019-04-09 17:20:25:014,5.070075499464285
2019-04-09 17:20:25:173,5.072053570892857
2019-04-09 17:20:25:290,5.0656280305357155
2019-04-09 17:20:25:508,5.058268755535715
2019-04-09 17:20:25:626,5.050495925892857
2019-04-09 17:20:25:742,5.039001104464286
2019-04-09 17:20:25:976,5.027506283035714
2019-04-09 17:20:26:098,5.016011461607143
2019-04-09 17:20:26:214,4.9990243437499995
2019-04-09 17:20:26:431,4.976544929464286
2019-04-09 17:20:26:535,4.954065515178572
2019-04-09 17:20:26:781,4.929088964107143
2019-04-09 17:20:26:899,4.903834953392858
2019-04-09 17:20:27:016,4.878580942678572
2019-04-09 17:20:27:136,4.852356573392857
2019-04-09 17:20:27:370,4.817398976964286
2019-04-09 17:20:27:475,4.782441380535715
2019-04-09 17:20:27:695,4.747844624642857
2019-04-09 17:20:27:820,4.713688896071429
2019-04-09 17:20:27:961,4.6795331675
2019-04-09 17:20:28:182,4.645377438928571
2019-04-09 17:20:28:296,4.610147790357143
2019-04-09 17:20:28:414,4.572923718928572
2019-04-09 17:20:28:651,4.536525688214287
2019-04-09 17:20:28:766,4.503431820357143
2019-04-09 17:20:28:885,4.4703379525
2019-04-09 17:20:29:113,4.437244084642857
2019-04-09 17:20:29:218,4.404461261071429
2019-04-09 17:20:29:437,4.373441021785714
2019-04-09 17:20:29:561,4.3424207825000005
2019-04-09 17:20:29:679,4.319804155
2019-04-09 17:20:29:792,4.298121262142857
2019-04-09 17:20:30:027,4.276438369285714
2019-04-09 17:20:30:168,4.254755476428571
2019-04-09 17:20:30:281,4.2341933182142855
2019-04-09 17:20:30:516,4.213755686071428
2019-04-09 17:20:30:627,4.198810350357143
2019-04-09 17:20:30:731,4.189357311071428
2019-04-09 17:20:30:953,4.1799042717857136
2019-04-09 17:20:31:062,4.1704512325
2019-04-09 17:20:31:283,4.161910491071428
2019-04-09 17:20:31:401,4.1554984446428564
2019-04-09 17:20:31:520,4.150056756785714
2019-04-09 17:20:31:754,4.153348296071428
2019-04-09 17:20:31:872,4.156639835357143
2019-04-09 17:20:31:990,4.1599313746428574
2019-04-09 17:20:32:225,4.16322291392857
2019-04-09 17:20:32:342,4.167920626071429
2019-04-09 17:20:32:460,4.172774579642858
2019-04-09 17:20:32:675,4.178702453214285
2019-04-09 17:20:32:792,4.186624749642857
2019-04-09 17:20:33:012,4.1945470460714285
2019-04-09 17:20:33:129,4.2024693425
2019-04-09 17:20:33:247,4.209904631250001
2019-04-09 17:20:33:373,4.216744688392857
2019-04-09 17:20:33:640,4.22327370125
2019-04-09 17:20:33:758,4.228040129821428
2019-04-09 17:20:33:876,4.2328065583928565
2019-04-09 17:20:34:125,4.2375729869642855
2019-04-09 17:20:34:227,4.242267197678572
2019-04-09 17:20:34:344,4.245589269107143
2019-04-09 17:20:34:568,4.248911340535714
2019-04-09 17:20:34:680,4.251112677321428
2019-04-09 17:20:34:796,4.253189488035714
2019-04-09 17:20:35:028,4.25526629875
2019-04-09 17:20:35:147,4.257343109464286
2019-04-09 17:20:35:263,4.260311241964286
2019-04-09 17:20:35:497,4.263759316964285
2019-04-09 17:20:35:600,4.266295094107142
2019-04-09 17:20:35:839,4.26670217625
2019-04-09 17:20:35:954,4.267109258392857
2019-04-09 17:20:36:077,4.267516340535714
2019-04-09 17:20:36:309,4.268695297678572
2019-04-09 17:20:36:428,4.271307736964285
2019-04-09 17:20:36:544,4.27392017625
2019-04-09 17:20:36:781,4.2751264426785704
2019-04-09 17:20:36:900,4.276176467678571
2019-04-09 17:20:37:016,4.2772264926785715
2019-04-09 17:20:37:134,4.278276517678571
2019-04-09 17:20:37:368,4.281209586428572
2019-04-09 17:20:37:486,4.284770336428572
2019-04-09 17:20:37:604,4.2888180941071425
2019-04-09 17:20:37:838,4.293461083392857
2019-04-09 17:20:37:954,4.298104072678572
2019-04-09 17:20:38:072,4.302747061964286
2019-04-09 17:20:38:306,4.310260786071428
2019-04-09 17:20:38:466,4.320123293214286
2019-04-09 17:20:38:585,4.330058018214285
2019-04-09 17:20:38:706,4.3413648825
2019-04-09 17:20:38:951,4.352671746785714
2019-04-09 17:20:39:059,4.3639786110714285
2019-04-09 17:20:39:274,4.378611491785715
2019-04-09 17:20:39:396,4.4010050775
2019-04-09 17:20:39:498,4.423398663214286
2019-04-09 17:20:39:726,4.444900927142857
2019-04-09 17:20:39:841,4.465923248571428
2019-04-09 17:20:40:057,4.48694557
2019-04-09 17:20:40:181,4.507967891428572
2019-04-09 17:20:40:292,4.542049855714285
2019-04-09 17:20:40:518,4.577582891428571
2019-04-09 17:20:40:624,4.612344052142857
2019-04-09 17:20:40:839,4.645671730714285
2019-04-09 17:20:40:943,4.678999409285714
2019-04-09 17:20:41:152,4.712327087857143
2019-04-09 17:20:41:258,4.779468420892856
2019-04-09 17:20:41:366,4.948050717321428
2019-04-09 17:20:41:585,5.11663301375
2019-04-09 17:20:41:703,5.2833322664285705
2019-04-09 17:20:41:916,5.449403837857143
2019-04-09 17:20:42:030,5.615475409285714
2019-04-09 17:20:42:233,5.7815469807142845
2019-04-09 17:20:42:349,5.967763752142857
2019-04-09 17:20:42:473,6.159016823571427
2019-04-09 17:20:42:701,6.347399160178571
2019-04-09 17:20:42:819,6.533432713749999
2019-04-09 17:20:42:938,6.719466267321427
2019-04-09 17:20:43:173,6.905499820892857
2019-04-09 17:20:43:290,7.100087569107143
2019-04-09 17:20:43:407,7.305130444107142
2019-04-09 17:20:43:524,7.50684730267857
2019-04-09 17:20:43:779,7.700803456250001
2019-04-09 17:20:43:896,7.894759609821428
2019-04-09 17:20:44:008,8.088715763392857
2019-04-09 17:20:44:248,8.28365718125
2019-04-09 17:20:44:365,8.487465977678571
2019-04-09 17:20:44:593,8.691274774107143
2019-04-09 17:20:44:698,8.88202392767857
2019-04-09 17:20:44:855,9.071322009821428
2019-04-09 17:20:44:962,9.260620091964284
2019-04-09 17:20:45:196,9.449918174107143
2019-04-09 17:20:45:327,9.633310729464284
2019-04-09 17:20:45:469,9.815661133035714
2019-04-09 17:20:45:588,9.964197882142857
2019-04-09 17:20:45:827,10.011293667857142
2019-04-09 17:20:45:941,10.058389453571431
2019-04-09 17:20:46:059,10.105485239285715
2019-04-09 17:20:46:293,10.15319710357143
2019-04-09 17:20:46:411,10.203373282142858
2019-04-09 17:20:46:569,10.253549460714286
2019-04-09 17:20:46:689,10.283580439285714
2019-04-09 17:20:46:923,10.308575117857144
2019-04-09 17:20:47:039,10.333569796428572
2019-04-09 17:20:47:157,10.358564475
2019-04-09 17:20:47:391,10.37810729642857
2019-04-09 17:20:47:518,10.396287153571429
2019-04-09 17:20:47:640,10.405912816071428
2019-04-09 17:20:47:848,10.405083351785715
2019-04-09 17:20:47:983,10.4042538875
2019-04-09 17:20:48:107,10.403424423214286
2019-04-09 17:20:48:339,10.402980351785715
2019-04-09 17:20:48:456,10.402921673214285
2019-04-09 17:20:48:558,10.401877730357143
2019-04-09 17:20:48:791,10.391966408928571
